region,year,scenario,tau,plan_id,premium_obs,premium_cf,premium_change,share_obs,share_cf,mc,commission_pmpm,markup_cf,cs_weighted,nleqslv_termcd,nleqslv_iter
1,2016,uniform,NA,KA_G,444.92,752.5774539260399,307.65745392603986,0.01417949636210741,2.7490297365760245e-4,895.6877117908377,12.39339157894719,-143.11025786479786,-5.997089398372211,4,100
1,2016,uniform,NA,KA_P,481.59,715.8262632610222,234.2362632610222,0.00866277600501682,3.743602791177534e-4,829.1561974523095,12.39339157894719,-113.3299341912873,-5.997089398372211,4,100
1,2016,uniform,NA,KA_SIL,373.75,1690.1637775652812,1316.4137775652812,0.10790690595819943,1.3955505848999762e-4,1192.1347585398155,12.39339157894719,498.0290190254657,-5.997089398372211,4,100
1,2016,uniform,NA,Small_BR,348.97,462.1489089248222,113.17890892482217,0.00491689906194941,5.571143399196001e-4,452.2473980334732,12.39339157894719,9.901510891349005,-5.997089398372211,4,100
1,2016,uniform,NA,Small_G,521.46,656.3791215130619,134.9191215130619,0.00223223015214701,3.1409306300537397e-4,644.4081247482545,12.39339157894719,11.97099676480741,-5.997089398372211,4,100
1,2016,uniform,NA,Small_P,659.18,641.3767655980023,-17.803234401997656,4.17443138148464e-4,3.649330195449451e-4,629.3298919030392,12.39339157894719,12.046873694963097,-5.997089398372211,4,100
1,2016,uniform,NA,Small_SIL,445.69,1193.6152421368192,747.9252421368192,0.01664808346426021,1.1707417653873986e-4,1226.8885085735753,12.39339157894719,-33.2732664367561,-5.997089398372211,4,100
1,2017,observed,NA,ANT_BR,287.2,134.82409184491215,-152.37590815508784,0.06106249319497012,0.09122664228800373,87.92632289685443,10.5,46.89776894805772,-6.860642417447977,4,100
1,2017,observed,NA,ANT_BR_HSA,281.33,134.82507005605538,-146.5049299439446,0.02792108679053996,0.04055155744523106,87.92639272380387,10.5,46.89867733225151,-6.860642417447977,4,100
1,2017,observed,NA,ANT_G,515.51,1170.3428160188812,654.8328160188812,0.00959805630115013,6.585036326852884e-5,1251.9304485484604,10.5,-81.5876325295792,-6.860642417447977,4,100
1,2017,observed,NA,ANT_P,613.25,1342.9558803557209,729.7058803557209,0.00276547668753234,5.194530588469253e-5,1513.6200866366494,10.5,-170.6642062809285,-6.860642417447977,4,100
1,2017,observed,NA,ANT_SIL,407.86,372.78548659425894,-35.07451340574107,0.1301997452784933,0.13414389557830406,417.6250692972042,10.5,-44.83958270294528,-6.860642417447977,4,100
1,2017,observed,NA,BS_BR,382.9,1052.0278878828433,669.1278878828433,0.03678354929701433,5.5246552931169864e-5,872.0507714301111,8.615249999999953,179.97711645273216,-6.860642417447977,4,100
1,2017,observed,NA,BS_BR_HSA,370.84,1024.7666904238222,653.9266904238223,0.01894241374633789,2.6509475820241647e-5,863.7555661850006,8.343899999999866,161.0111242388216,-6.860642417447977,4,100
1,2017,observed,NA,BS_G,559.11,866.6864236560324,307.5764236560324,0.00789099742976814,3.272567152129398e-4,856.5349334694514,12.579975000000381,10.151490186580986,-6.860642417447977,4,100
1,2017,observed,NA,BS_G3,654.97,880.3473455413109,225.3773455413109,0.00155012888621426,1.9410654279965403e-4,870.9692495065241,14.736824999999957,9.378096034786836,-6.860642417447977,4,100
1,2017,observed,NA,BS_P,715.5,804.3848462978408,88.8848462978408,0.00140725593168121,6.026486896329578e-4,796.2072153538772,16.09874999999973,8.17763094396355,-6.860642417447977,4,100
1,2017,observed,NA,BS_P3,809.41,811.9410127031122,2.5310127031121965,3.691291410220661e-4,3.6766146759820584e-4,801.402860587978,18.211725000000534,10.538152115134153,-6.860642417447977,4,100
1,2017,observed,NA,BS_SIL,450.37,709.3983054715146,259.0283054715146,0.0965313454976919,0.003397682372020067,698.1222664849588,10.133324999999964,11.276038986555818,-6.860642417447977,4,100
1,2017,observed,NA,BS_SIL3,540.02,767.8190113691618,227.7990113691618,0.0187590136112136,0.0013423667362141706,752.7023946848979,12.15045000000011,15.116616684263931,-6.860642417447977,4,100
1,2017,observed,NA,HN_BR,391.4,446.61169461715133,55.21169461715135,0.02497167561944073,0.00928545158145061,436.9998396746056,13.699000000000362,9.611854942545733,-6.860642417447977,4,100
