region,year,plan_id,issuer,metal,share,posted_premium,realized_premium,markup,mc_foc,mc_structural,ra_factor_static,ra_transfer,predicted_claims,predicted_risk_score,lerner_index,commission_pmpm,admin_pmpm,base_premium,region_factor
1,2014,KA_BR,Kaiser,Bronze,0.04181567284019458,257.35,352.09873695678897,33.54698496275378,232.3966991966965,300.69202030460406,0.6,-147.48411514814876,183.1456200674995,0.7895888749149699,0.09527720903716508,6.25,17.85973168943113,249.39548978657075,1.0318951646649128
1,2014,KA_G,Kaiser,Gold,0.013259016031396328,425.63,557.5576348916544,208.83628348721837,456.69300574376325,330.8616197150049,0.8640000000000001,2.5205369002463844,366.041015541653,1.767237968637712,0.37455550855796244,6.25,17.85973168943113,406.95607536316345,1.0458868309563192
1,2014,KA_P,Kaiser,Platinum,0.018140502977636516,457.77,596.9126108246444,207.55516778617013,505.3954419044684,371.49771134904313,1.035,-26.04963396848481,375.71319766142454,1.8783980088862702,0.3477144962634134,6.25,17.85973168943113,435.7266211112285,1.0505899291453769
1,2014,KA_SIL,Kaiser,Silver,0.03521495920667999,350.1,471.4621566436915,166.58127751813086,386.9013956419426,287.0211474361295,0.721,24.373284303935286,352.042315468452,1.6755393347752747,0.3533290533942579,6.25,17.85973168943113,336.8966045566472,1.0391912392846119
1,2015,ANT_BR,Anthem,Bronze,0.062081442250293314,247.06,344.20908881407274,-50.31702116016956,175.91046599490124,360.63610517293637,0.6,-132.1740434132065,243.7657996518918,0.8435382929137603,-0.1461815588122041,16.5,33.890004801305935,254.55613656493185,0.9705521278485473
1,2015,ANT_BR_HSA,Anthem,Bronze,0.06330724912172594,245.43,341.92489789321746,-108.37661693164702,173.1574700174118,416.41151002355855,0.6,-132.38932902726222,284.02218099629636,0.8427168489020197,-0.31696029625047323,16.5,33.890004801305935,255.99328336629134,0.958736091715435
1,2015,ANT_G,Anthem,Gold,0.030233135132991102,398.24,552.2354010171857,90.12632487786047,365.42605678482323,428.2190713380193,0.8640000000000001,145.25166291312627,612.068598497414,2.2285052398850627,0.1632027296907315,16.5,33.890004801305935,401.5716387748698,0.9917035008123728
1,2015,ANT_P,Anthem,Platinum,0.022556694086407886,467.04,638.0112953999676,417.77163112590654,186.66689162973282,186.3496594727551,1.035,1076.159132334954,1346.880069122678,5.285356635241033,0.6548028759647689,16.5,33.890004801305935,467.04039531686084,0.9999991535703019
1,2015,ANT_SIL,Anthem,Silver,0.13322935061039362,325.15,478.0259908652527,64.32926941892956,330.9345594263285,379.8067166450172,0.721,46.601312447592086,455.1355178132936,1.7827416539860363,0.13457274426122756,16.5,33.890004801305935,329.5297096820419,0.986709211481211
1,2015,BS_BR,Blue_Shield,Bronze,0.05272915520128374,281.56,395.53324117736713,56.379469438359166,239.10893149722367,296.119560028923,0.6,-124.11748382247183,191.233814757617,0.8833056908275574,0.14254040765457987,15.62373720176695,43.034211710084975,273.6859535379905,1.0287703711506573
1,2015,BS_BR_HSA,Blue_Shield,Bronze,0.05603717458677657,276.94,389.43312940329804,25.17870508958461,230.71670190175743,321.22021260362845,0.6,-124.89345539165164,196.3267572119768,0.8818595085804637,0.06465475890087788,15.719472249069986,43.034211710084975,269.2626000972989,1.0285126857570521
1,2015,BS_G,Blue_Shield,Gold,0.03747318058290093,401.37,550.107927887023,234.7115592730062,318.92871189517007,272.36215690393186,0.8640000000000001,207.23745238139657,525.5399445189958,2.413603423483415,0.42666456412387765,22.330814754290763,43.034211710084975,381.60095018064175,1.051805557114048
1,2015,BS_P,Blue_Shield,Platinum,0.03244517815871248,459.92,611.1883679854191,731.3872210038935,102.95511132803395,-163.23306472855938,1.035,1010.7156704948204,958.8710423511351,5.029006332571518,1.1966641698608733,24.69548682010519,43.034211710084975,432.0233774326763,1.064572020924194
1,2015,BS_SIL,Blue_Shield,Silver,0.12151193871545285,340.85,492.1066604808994,151.21128064082214,328.39921116371306,297.8611681299923,0.721,67.14518477595134,400.17992985876606,1.8250087680236347,0.3072733876291261,18.671634263048954,43.034211710084975,325.8977222093585,1.0458802770675275
